País,Área geográfica,Escolaridad (EH),Años,id_fuente,ids_notas,iso3,valor
El Salvador,Nacional,6 a 9 años,2009,26,,SLV,83.2
El Salvador,Nacional,Total,2009,26,,SLV,90.6
El Salvador,Rural,0 a 5 años,2009,26,,SLV,99.7
El Salvador,Rural,10 a 12 años,2009,26,,SLV,93.9
El Salvador,Rural,13 años y más,2009,26,,SLV,84.2
El Salvador,Rural,6 a 9 años,2009,26,,SLV,87.8
El Salvador,Rural,Total,2009,26,,SLV,99.2
El Salvador,Urbana,0 a 5 años,2009,26,,SLV,86.1
El Salvador,Urbana,10 a 12 años,2009,26,,SLV,75.5
El Salvador,Urbana,13 años y más,2009,26,,SLV,79
El Salvador,Urbana,6 a 9 años,2009,26,,SLV,79
El Salvador,Urbana,Total,2009,26,,SLV,81.3
El Salvador,Nacional,0 a 5 años,2010,26,,SLV,101.4
El Salvador,Nacional,10 a 12 años,2010,26,,SLV,84.1
El Salvador,Nacional,13 años y más,2010,26,,SLV,79.8
El Salvador,Nacional,6 a 9 años,2010,26,,SLV,83.8
El Salvador,Nacional,Total,2010,26,,SLV,93.2
El Salvador,Rural,0 a 5 años,2010,26,,SLV,99.1
El Salvador,Rural,10 a 12 años,2010,26,,SLV,90
El Salvador,Rural,13 años y más,2010,26,,SLV,97
El Salvador,Rural,6 a 9 años,2010,26,,SLV,93.8
El Salvador,Rural,Total,2010,26,,SLV,99.3
El Salvador,Urbana,0 a 5 años,2010,26,,SLV,93.4
El Salvador,Urbana,10 a 12 años,2010,26,,SLV,81.7
El Salvador,Urbana,13 años y más,2010,26,,SLV,79
El Salvador,Urbana,6 a 9 años,2010,26,,SLV,77.8
El Salvador,Urbana,Total,2010,26,,SLV,84.2
El Salvador,Nacional,0 a 5 años,2012,26,,SLV,94.3
El Salvador,Nacional,10 a 12 años,2012,26,,SLV,79.3
El Salvador,Nacional,13 años y más,2012,26,,SLV,79.7
El Salvador,Nacional,6 a 9 años,2012,26,,SLV,88.3
El Salvador,Nacional,Total,2012,26,,SLV,89.1
El Salvador,Rural,0 a 5 años,2012,26,,SLV,96.1
El Salvador,Rural,10 a 12 años,2012,26,,SLV,85.2
El Salvador,Rural,13 años y más,2012,26,,SLV,96.8
El Salvador,Rural,6 a 9 años,2012,26,,SLV,92.3
El Salvador,Rural,Total,2012,26,,SLV,95.8
El Salvador,Urbana,0 a 5 años,2012,26,,SLV,85
El Salvador,Urbana,10 a 12 años,2012,26,,SLV,76.5
El Salvador,Urbana,13 años y más,2012,26,,SLV,79.2
El Salvador,Urbana,6 a 9 años,2012,26,,SLV,83.1
El Salvador,Urbana,Total,2012,26,,SLV,80.7
El Salvador,Nacional,0 a 5 años,2013,26,,SLV,100.8
El Salvador,Nacional,10 a 12 años,2013,26,,SLV,84.6
El Salvador,Nacional,13 años y más,2013,26,,SLV,90.4
El Salvador,Nacional,6 a 9 años,2013,26,,SLV,87.8
El Salvador,Nacional,Total,2013,26,,SLV,95.2
El Salvador,Rural,0 a 5 años,2013,26,,SLV,96.2
El Salvador,Rural,10 a 12 años,2013,26,,SLV,74.6
El Salvador,Rural,13 años y más,2013,26,,SLV,81.3
El Salvador,Rural,6 a 9 años,2013,26,,SLV,94.5
El Salvador,Rural,Total,2013,26,,SLV,93.8
El Salvador,Urbana,0 a 5 años,2013,26,,SLV,94.5
El Salvador,Urbana,10 a 12 años,2013,26,,SLV,85.1
El Salvador,Urbana,13 años y más,2013,26,,SLV,91.1
El Salvador,Urbana,6 a 9 años,2013,26,,SLV,81.6
El Salvador,Urbana,Total,2013,26,,SLV,88.3
El Salvador,Nacional,0 a 5 años,2014,26,,SLV,100.7
El Salvador,Nacional,10 a 12 años,2014,26,,SLV,83.6
El Salvador,Nacional,13 años y más,2014,26,,SLV,84.4
El Salvador,Nacional,6 a 9 años,2014,26,,SLV,90.3
El Salvador,Nacional,Total,2014,26,,SLV,93.7
El Salvador,Rural,0 a 5 años,2014,26,,SLV,102.4
El Salvador,Rural,10 a 12 años,2014,26,,SLV,79.5
El Salvador,Rural,13 años y más,2014,26,,SLV,95.8
El Salvador,Rural,6 a 9 años,2014,26,,SLV,86.9
El Salvador,Rural,Total,2014,26,,SLV,96.3
El Salvador,Urbana,0 a 5 años,2014,26,,SLV,89.1
El Salvador,Urbana,10 a 12 años,2014,26,,SLV,82.9
El Salvador,Urbana,13 años y más,2014,26,,SLV,83.7
El Salvador,Urbana,6 a 9 años,2014,26,,SLV,87.9
El Salvador,Urbana,Total,2014,26,,SLV,86
El Salvador,Nacional,0 a 5 años,2015,26,,SLV,97.8
El Salvador,Nacional,10 a 12 años,2015,26,,SLV,85.3
El Salvador,Nacional,13 años y más,2015,26,,SLV,84.8
El Salvador,Nacional,6 a 9 años,2015,26,,SLV,82.4
El Salvador,Nacional,Total,2015,26,,SLV,91.7
El Salvador,Rural,0 a 5 años,2015,26,,SLV,93.9
El Salvador,Rural,10 a 12 años,2015,26,,SLV,87.4
El Salvador,Rural,13 años y más,2015,26,,SLV,87.4
El Salvador,Rural,6 a 9 años,2015,26,,SLV,95.7
El Salvador,Rural,Total,2015,26,,SLV,95.8
El Salvador,Urbana,0 a 5 años,2015,26,,SLV,92.7
El Salvador,Urbana,10 a 12 años,2015,26,,SLV,83.8
El Salvador,Urbana,13 años y más,2015,26,,SLV,84.5
El Salvador,Urbana,6 a 9 años,2015,26,,SLV,75.1
El Salvador,Urbana,Total,2015,26,,SLV,84.8
El Salvador,Nacional,0 a 5 años,2016,26,,SLV,102.7
El Salvador,Nacional,10 a 12 años,2016,26,,SLV,82.4
El Salvador,Nacional,13 años y más,2016,26,,SLV,86.1
El Salvador,Nacional,6 a 9 años,2016,26,,SLV,88.3
El Salvador,Nacional,Total,2016,26,,SLV,91.8
El Salvador,Rural,0 a 5 años,2016,26,,SLV,105.9
El Salvador,Rural,10 a 12 años,2016,26,,SLV,81.1
El Salvador,Rural,13 años y más,2016,26,,SLV,86.5
El Salvador,Rural,6 a 9 años,2016,26,,SLV,96.7
El Salvador,Rural,Total,2016,26,,SLV,99.3
El Salvador,Urbana,0 a 5 años,2016,26,,SLV,90.5
El Salvador,Urbana,10 a 12 años,2016,26,,SLV,81.2
El Salvador,Urbana,13 años y más,2016,26,,SLV,86.1
El Salvador,Urbana,6 a 9 años,2016,26,,SLV,81.5
El Salvador,Urbana,Total,2016,26,,SLV,83.7
El Salvador,Nacional,0 a 5 años,2017,26,,SLV,99.1
El Salvador,Nacional,10 a 12 años,2017,26,,SLV,81.9
El Salvador,Nacional,13 años y más,2017,26,,SLV,89.1
El Salvador,Nacional,6 a 9 años,2017,26,,SLV,88.3
El Salvador,Nacional,Total,2017,26,,SLV,93.2
El Salvador,Rural,0 a 5 años,2017,26,,SLV,100.4
El Salvador,Rural,10 a 12 años,2017,26,,SLV,85.6
El Salvador,Rural,13 años y más,2017,26,,SLV,93.9
El Salvador,Rural,6 a 9 años,2017,26,,SLV,91.6
El Salvador,Rural,Total,2017,26,,SLV,97.1
El Salvador,Urbana,0 a 5 años,2017,26,,SLV,88.2
El Salvador,Urbana,10 a 12 años,2017,26,,SLV,79.7
El Salvador,Urbana,13 años y más,2017,26,,SLV,88.6
El Salvador,Urbana,6 a 9 años,2017,26,,SLV,83.3
El Salvador,Urbana,Total,2017,26,,SLV,85.4
El Salvador,Nacional,0 a 5 años,2018,26,,SLV,99.2
El Salvador,Nacional,10 a 12 años,2018,26,,SLV,82.1
El Salvador,Nacional,13 años y más,2018,26,,SLV,85.9
El Salvador,Nacional,6 a 9 años,2018,26,,SLV,81.7
El Salvador,Nacional,Total,2018,26,,SLV,90.7
El Salvador,Rural,0 a 5 años,2018,26,,SLV,101.6
El Salvador,Rural,10 a 12 años,2018,26,,SLV,87.7
El Salvador,Rural,13 años y más,2018,26,,SLV,87.3
El Salvador,Rural,6 a 9 años,2018,26,,SLV,86.7
El Salvador,Rural,Total,2018,26,,SLV,96
El Salvador,Urbana,0 a 5 años,2018,26,,SLV,88.2
El Salvador,Urbana,10 a 12 años,2018,26,,SLV,79.7
El Salvador,Urbana,13 años y más,2018,26,,SLV,85.8
El Salvador,Urbana,6 a 9 años,2018,26,,SLV,76.2
El Salvador,Urbana,Total,2018,26,,SLV,83.2
Guatemala,Nacional,0 a 5 años,2000,26,,GTM,58.1
Guatemala,Nacional,10 a 12 años,2000,26,,GTM,58.6
Guatemala,Nacional,13 años y más,2000,26,,GTM,47.3
Guatemala,Nacional,6 a 9 años,2000,26,,GTM,66.6
Guatemala,Nacional,Total,2000,26,,GTM,60.8
Guatemala,Rural,0 a 5 años,2000,26,,GTM,45.7
Guatemala,Rural,10 a 12 años,2000,26,,GTM,60
Guatemala,Rural,13 años y más,2000,26,,GTM,86.2
Guatemala,Rural,6 a 9 años,2000,26,,GTM,66.1
Guatemala,Rural,Total,2000,26,,GTM,51.4
Guatemala,Urbana,0 a 5 años,2000,26,,GTM,68.2
Guatemala,Urbana,10 a 12 años,2000,26,,GTM,56.9
Guatemala,Urbana,13 años y más,2000,26,,GTM,45.1
Guatemala,Urbana,6 a 9 años,2000,26,,GTM,62
Guatemala,Urbana,Total,2000,26,,GTM,53.9
Guatemala,Nacional,0 a 5 años,2006,26,,GTM,65.3
Guatemala,Nacional,10 a 12 años,2006,26,,GTM,72.9
Guatemala,Nacional,13 años y más,2006,26,,GTM,51.6
Guatemala,Nacional,6 a 9 años,2006,26,,GTM,60.7
Guatemala,Nacional,Total,2006,26,,GTM,66.5
Guatemala,Rural,0 a 5 años,2006,26,,GTM,60.7
Guatemala,Rural,10 a 12 años,2006,26,,GTM,89.2
Guatemala,Rural,13 años y más,2006,26,,GTM,47.9
Guatemala,Rural,6 a 9 años,2006,26,,GTM,48.6
Guatemala,Rural,Total,2006,26,,GTM,60.3
Guatemala,Urbana,0 a 5 años,2006,26,,GTM,59.1
Guatemala,Urbana,10 a 12 años,2006,26,,GTM,69.7
Guatemala,Urbana,13 años y más,2006,26,,GTM,51.7
Guatemala,Urbana,6 a 9 años,2006,26,,GTM,63.6
Guatemala,Urbana,Total,2006,26,,GTM,60.4
Guatemala,Nacional,0 a 5 años,2014,26,,GTM,71.1
Guatemala,Nacional,10 a 12 años,2014,26,,GTM,85.2
Guatemala,Nacional,13 años y más,2014,26,,GTM,54.8
Guatemala,Nacional,6 a 9 años,2014,26,,GTM,68.8
Guatemala,Nacional,Total,2014,26,,GTM,80
Guatemala,Rural,0 a 5 años,2014,26,,GTM,62.1
Guatemala,Rural,10 a 12 años,2014,26,,GTM,76.2
Guatemala,Rural,13 años y más,2014,26,,GTM,47.3
Guatemala,Rural,6 a 9 años,2014,26,,GTM,61.5
Guatemala,Rural,Total,2014,26,,GTM,69.7
Guatemala,Urbana,0 a 5 años,2014,26,,GTM,70.5
Guatemala,Urbana,10 a 12 años,2014,26,,GTM,84.8
Guatemala,Urbana,13 años y más,2014,26,,GTM,55.8
Guatemala,Urbana,6 a 9 años,2014,26,,GTM,67.1
Guatemala,Urbana,Total,2014,26,,GTM,73.9
Honduras,Nacional,0 a 5 años,2001,26,355,HND,85.5
Honduras,Nacional,10 a 12 años,2001,26,355,HND,76.1
Honduras,Nacional,13 años y más,2001,26,355,HND,69
Honduras,Nacional,6 a 9 años,2001,26,355,HND,79.6
Honduras,Nacional,Total,2001,26,355,HND,90.3
Honduras,Rural,0 a 5 años,2001,26,355,HND,79.4
Honduras,Rural,10 a 12 años,2001,26,355,HND,85.6
Honduras,Rural,13 años y más,2001,26,355,HND,64.6
Honduras,Rural,6 a 9 años,2001,26,355,HND,85.6
Honduras,Rural,Total,2001,26,355,HND,94.9
Honduras,Urbana,0 a 5 años,2001,26,355,HND,75.3
Honduras,Urbana,10 a 12 años,2001,26,355,HND,74
Honduras,Urbana,13 años y más,2001,26,355,HND,69.7
Honduras,Urbana,6 a 9 años,2001,26,355,HND,73.4
Honduras,Urbana,Total,2001,26,355,HND,75.3
Honduras,Nacional,0 a 5 años,2004,26,355,HND,66.6
Honduras,Nacional,10 a 12 años,2004,26,355,HND,72.6
Honduras,Nacional,13 años y más,2004,26,355,HND,68.2
Honduras,Nacional,6 a 9 años,2004,26,355,HND,63.2
Honduras,Nacional,Total,2004,26,355,HND,82.1
Honduras,Rural,0 a 5 años,2004,26,355,HND,58.5
Honduras,Rural,10 a 12 años,2004,26,355,HND,73.9
Honduras,Rural,13 años y más,2004,26,355,HND,67.2
Honduras,Rural,6 a 9 años,2004,26,355,HND,48
Honduras,Rural,Total,2004,26,355,HND,64.5
Honduras,Urbana,0 a 5 años,2004,26,355,HND,66.3
Honduras,Urbana,10 a 12 años,2004,26,355,HND,72.1
Honduras,Urbana,13 años y más,2004,26,355,HND,68.3
Honduras,Urbana,6 a 9 años,2004,26,355,HND,72
Honduras,Urbana,Total,2004,26,355,HND,76
Honduras,Nacional,0 a 5 años,2005,26,355,HND,83.4
Honduras,Nacional,10 a 12 años,2005,26,355,HND,70
Honduras,Nacional,13 años y más,2005,26,355,HND,67.5
Honduras,Nacional,6 a 9 años,2005,26,355,HND,75.1
Honduras,Nacional,Total,2005,26,355,HND,91.5
Honduras,Rural,0 a 5 años,2005,26,355,HND,86.2
Honduras,Rural,10 a 12 años,2005,26,355,HND,66.8
Honduras,Rural,13 años y más,2005,26,355,HND,78
Honduras,Rural,6 a 9 años,2005,26,355,HND,84.1
Honduras,Rural,Total,2005,26,355,HND,95.4
Honduras,Urbana,0 a 5 años,2005,26,355,HND,70.1
Honduras,Urbana,10 a 12 años,2005,26,355,HND,70.5
Honduras,Urbana,13 años y más,2005,26,355,HND,66.7
Honduras,Urbana,6 a 9 años,2005,26,355,HND,67.8
Honduras,Urbana,Total,2005,26,355,HND,75
Honduras,Nacional,0 a 5 años,2009,26,355,HND,75.1
Honduras,Nacional,10 a 12 años,2009,26,355,HND,80.8
Honduras,Nacional,13 años y más,2009,26,355,HND,72
Honduras,Nacional,6 a 9 años,2009,26,355,HND,72.3
Honduras,Nacional,Total,2009,26,355,HND,89.6
Honduras,Rural,0 a 5 años,2009,26,355,HND,74.6
Honduras,Rural,10 a 12 años,2009,26,355,HND,78.5
Honduras,Rural,13 años y más,2009,26,355,HND,77.1
Honduras,Rural,6 a 9 años,2009,26,355,HND,73
Honduras,Rural,Total,2009,26,355,HND,82.9
Honduras,Urbana,0 a 5 años,2009,26,355,HND,64.1
Honduras,Urbana,10 a 12 años,2009,26,355,HND,80.5
Honduras,Urbana,13 años y más,2009,26,355,HND,71.9
Honduras,Urbana,6 a 9 años,2009,26,355,HND,66.2
Honduras,Urbana,Total,2009,26,355,HND,77.3
Honduras,Nacional,0 a 5 años,2010,26,355,HND,66.2
Honduras,Nacional,10 a 12 años,2010,26,355,HND,83.7
Honduras,Nacional,13 años y más,2010,26,355,HND,76.7
Honduras,Nacional,6 a 9 años,2010,26,355,HND,84.5
Honduras,Nacional,Total,2010,26,355,HND,92.3
Honduras,Rural,0 a 5 años,2010,26,355,HND,58.1
Honduras,Rural,10 a 12 años,2010,26,355,HND,81.4
Honduras,Rural,13 años y más,2010,26,355,HND,97.5
Honduras,Rural,6 a 9 años,2010,26,355,HND,86.7
Honduras,Rural,Total,2010,26,355,HND,79.7
Honduras,Urbana,0 a 5 años,2010,26,355,HND,65.7
Honduras,Urbana,10 a 12 años,2010,26,355,HND,83.4
Honduras,Urbana,13 años y más,2010,26,355,HND,74.8
Honduras,Urbana,6 a 9 años,2010,26,355,HND,77.4
Honduras,Urbana,Total,2010,26,355,HND,81.9
Honduras,Nacional,0 a 5 años,2011,26,355,HND,51.5
Honduras,Nacional,10 a 12 años,2011,26,355,HND,72.1
Honduras,Nacional,13 años y más,2011,26,355,HND,71
Honduras,Nacional,6 a 9 años,2011,26,355,HND,65
Honduras,Nacional,Total,2011,26,355,HND,76.1
Honduras,Rural,0 a 5 años,2011,26,355,HND,47.7
Honduras,Rural,10 a 12 años,2011,26,355,HND,68.8
Honduras,Rural,13 años y más,2011,26,355,HND,65.1
Honduras,Rural,6 a 9 años,2011,26,355,HND,57
Honduras,Rural,Total,2011,26,355,HND,59.9
Honduras,Urbana,0 a 5 años,2011,26,355,HND,53.2
Honduras,Urbana,10 a 12 años,2011,26,355,HND,73
Honduras,Urbana,13 años y más,2011,26,355,HND,71.7
Honduras,Urbana,6 a 9 años,2011,26,355,HND,71.1
Honduras,Urbana,Total,2011,26,355,HND,75.1
Honduras,Nacional,0 a 5 años,2012,26,355,HND,75.9
Honduras,Nacional,10 a 12 años,2012,26,355,HND,82.4
Honduras,Nacional,13 años y más,2012,26,355,HND,71.6
Honduras,Nacional,6 a 9 años,2012,26,355,HND,59.2
Honduras,Nacional,Total,2012,26,355,HND,83.4
Honduras,Rural,0 a 5 años,2012,26,355,HND,63.1
Honduras,Rural,10 a 12 años,2012,26,355,HND,77.8
Honduras,Rural,13 años y más,2012,26,355,HND,74.7
Honduras,Rural,6 a 9 años,2012,26,355,HND,50.4
Honduras,Rural,Total,2012,26,355,HND,65.4
Honduras,Urbana,0 a 5 años,2012,26,355,HND,77.5
Honduras,Urbana,10 a 12 años,2012,26,355,HND,82.8
Honduras,Urbana,13 años y más,2012,26,355,HND,72.8
Honduras,Urbana,6 a 9 años,2012,26,355,HND,59.5
Honduras,Urbana,Total,2012,26,355,HND,77.9
Honduras,Nacional,0 a 5 años,2013,26,355,HND,76.4
Honduras,Nacional,10 a 12 años,2013,26,355,HND,74.2
Honduras,Nacional,13 años y más,2013,26,355,HND,71.4
Honduras,Nacional,6 a 9 años,2013,26,355,HND,62.1
Honduras,Nacional,Total,2013,26,355,HND,83.9
Honduras,Rural,0 a 5 años,2013,26,355,HND,76.1
Honduras,Rural,10 a 12 años,2013,26,355,HND,79.2
Honduras,Rural,13 años y más,2013,26,355,HND,78
Honduras,Rural,6 a 9 años,2013,26,355,HND,58.2
Honduras,Rural,Total,2013,26,355,HND,78.8
Honduras,Urbana,0 a 5 años,2013,26,355,HND,62.2
Honduras,Urbana,10 a 12 años,2013,26,355,HND,72.1
Honduras,Urbana,13 años y más,2013,26,355,HND,71.6
Honduras,Urbana,6 a 9 años,2013,26,355,HND,60.2
Honduras,Urbana,Total,2013,26,355,HND,73
Honduras,Nacional,0 a 5 años,2014,26,8615,HND,72.2
Honduras,Nacional,10 a 12 años,2014,26,8615,HND,81.5
Honduras,Nacional,13 años y más,2014,26,8615,HND,77
Honduras,Nacional,6 a 9 años,2014,26,8615,HND,75.6
Honduras,Nacional,Total,2014,26,8615,HND,91.6
Honduras,Rural,0 a 5 años,2014,26,8615,HND,62.8
Honduras,Rural,10 a 12 años,2014,26,8615,HND,89.3
Honduras,Rural,13 años y más,2014,26,8615,HND,102.9
Honduras,Rural,6 a 9 años,2014,26,8615,HND,72.5
Honduras,Rural,Total,2014,26,8615,HND,78.2
Honduras,Urbana,0 a 5 años,2014,26,8615,HND,73.3
Honduras,Urbana,10 a 12 años,2014,26,8615,HND,78.2
Honduras,Urbana,13 años y más,2014,26,8615,HND,75.2
Honduras,Urbana,6 a 9 años,2014,26,8615,HND,73.4
Honduras,Urbana,Total,2014,26,8615,HND,84.5
Honduras,Nacional,0 a 5 años,2015,26,8615,HND,67.5
Honduras,Nacional,10 a 12 años,2015,26,8615,HND,78.5
Honduras,Nacional,13 años y más,2015,26,8615,HND,73
Honduras,Nacional,6 a 9 años,2015,26,8615,HND,75
Honduras,Nacional,Total,2015,26,8615,HND,88.1
Honduras,Rural,0 a 5 años,2015,26,8615,HND,61.1
Honduras,Rural,10 a 12 años,2015,26,8615,HND,79.5
Honduras,Rural,13 años y más,2015,26,8615,HND,70.4
Honduras,Rural,6 a 9 años,2015,26,8615,HND,81.4
Honduras,Rural,Total,2015,26,8615,HND,82.4
Honduras,Urbana,0 a 5 años,2015,26,8615,HND,68
Honduras,Urbana,10 a 12 años,2015,26,8615,HND,77.6
Honduras,Urbana,13 años y más,2015,26,8615,HND,73.3
Honduras,Urbana,6 a 9 años,2015,26,8615,HND,67.8
Honduras,Urbana,Total,2015,26,8615,HND,80
Honduras,Nacional,0 a 5 años,2016,26,8615,HND,74.6
Honduras,Nacional,10 a 12 años,2016,26,8615,HND,79.3
Honduras,Nacional,13 años y más,2016,26,8615,HND,79.9
Honduras,Nacional,6 a 9 años,2016,26,8615,HND,74.1
Honduras,Nacional,Total,2016,26,8615,HND,90.2
Honduras,Rural,0 a 5 años,2016,26,8615,HND,69.5
Honduras,Rural,10 a 12 años,2016,26,8615,HND,72.7
Honduras,Rural,13 años y más,2016,26,8615,HND,87.2
Honduras,Rural,6 a 9 años,2016,26,8615,HND,76.5
Honduras,Rural,Total,2016,26,8615,HND,83
Honduras,Urbana,0 a 5 años,2016,26,8615,HND,70.5
Honduras,Urbana,10 a 12 años,2016,26,8615,HND,80.2
Honduras,Urbana,13 años y más,2016,26,8615,HND,79.1
Honduras,Urbana,6 a 9 años,2016,26,8615,HND,69.6
Honduras,Urbana,Total,2016,26,8615,HND,83.2
Honduras,Nacional,0 a 5 años,2018,26,8615,HND,69.1
Honduras,Nacional,10 a 12 años,2018,26,8615,HND,86.8
Honduras,Nacional,13 años y más,2018,26,8615,HND,79.1
Honduras,Nacional,6 a 9 años,2018,26,8615,HND,71.8
Honduras,Nacional,Total,2018,26,8615,HND,90.7
Honduras,Rural,0 a 5 años,2018,26,8615,HND,56.9
Honduras,Rural,10 a 12 años,2018,26,8615,HND,82.3
Honduras,Rural,13 años y más,2018,26,8615,HND,93
Honduras,Rural,6 a 9 años,2018,26,8615,HND,74
Honduras,Rural,Total,2018,26,8615,HND,78.2
Honduras,Urbana,0 a 5 años,2018,26,8615,HND,65.3
Honduras,Urbana,10 a 12 años,2018,26,8615,HND,84.6
Honduras,Urbana,13 años y más,2018,26,8615,HND,78.6
Honduras,Urbana,6 a 9 años,2018,26,8615,HND,65.1
Honduras,Urbana,Total,2018,26,8615,HND,80.2
México,Nacional,0 a 5 años,2000,26,,MEX,55
México,Nacional,10 a 12 años,2000,26,,MEX,75
México,Nacional,13 años y más,2000,26,,MEX,55.4
México,Nacional,6 a 9 años,2000,26,,MEX,68
México,Nacional,Total,2000,26,,MEX,63.7
México,Rural,0 a 5 años,2000,26,,MEX,42.7
México,Rural,10 a 12 años,2000,26,,MEX,82.3
México,Rural,13 años y más,2000,26,,MEX,71.1
México,Rural,6 a 9 años,2000,26,,MEX,56.2
México,Rural,Total,2000,26,,MEX,54.6
México,Urbana,0 a 5 años,2000,26,,MEX,56.3
México,Urbana,10 a 12 años,2000,26,,MEX,74
México,Urbana,13 años y más,2000,26,,MEX,55.1
México,Urbana,6 a 9 años,2000,26,,MEX,67.8
México,Urbana,Total,2000,26,,MEX,61.6
México,Nacional,0 a 5 años,2002,26,,MEX,54.3
México,Nacional,10 a 12 años,2002,26,,MEX,68.6
México,Nacional,13 años y más,2002,26,,MEX,74.2
México,Nacional,6 a 9 años,2002,26,,MEX,61.3
México,Nacional,Total,2002,26,,MEX,69.5
México,Rural,0 a 5 años,2002,26,,MEX,45.4
México,Rural,10 a 12 años,2002,26,,MEX,80.2
México,Rural,13 años y más,2002,26,,MEX,92.4
México,Rural,6 a 9 años,2002,26,,MEX,52.4
México,Rural,Total,2002,26,,MEX,63
México,Urbana,0 a 5 años,2002,26,,MEX,56.7
México,Urbana,10 a 12 años,2002,26,,MEX,67.7
México,Urbana,13 años y más,2002,26,,MEX,72.9
México,Urbana,6 a 9 años,2002,26,,MEX,61
México,Urbana,Total,2002,26,,MEX,68.1
México,Nacional,0 a 5 años,2004,26,,MEX,59.1
México,Nacional,10 a 12 años,2004,26,,MEX,71.8
México,Nacional,13 años y más,2004,26,,MEX,63.1
México,Nacional,6 a 9 años,2004,26,,MEX,62.6
México,Nacional,Total,2004,26,,MEX,70.3
México,Rural,0 a 5 años,2004,26,,MEX,56.7
México,Rural,10 a 12 años,2004,26,,MEX,60.1
México,Rural,13 años y más,2004,26,,MEX,65.4
México,Rural,6 a 9 años,2004,26,,MEX,61.2
México,Rural,Total,2004,26,,MEX,65.9
México,Urbana,0 a 5 años,2004,26,,MEX,55.8
México,Urbana,10 a 12 años,2004,26,,MEX,72.7
México,Urbana,13 años y más,2004,26,,MEX,62.9
México,Urbana,6 a 9 años,2004,26,,MEX,62
México,Urbana,Total,2004,26,,MEX,68.2
México,Nacional,0 a 5 años,2006,26,,MEX,48.4
México,Nacional,10 a 12 años,2006,26,,MEX,71
México,Nacional,13 años y más,2006,26,,MEX,66.7
México,Nacional,6 a 9 años,2006,26,,MEX,60.5
México,Nacional,Total,2006,26,,MEX,67.5
México,Rural,0 a 5 años,2006,26,,MEX,46.3
México,Rural,10 a 12 años,2006,26,,MEX,54.8
México,Rural,13 años y más,2006,26,,MEX,70.8
México,Rural,6 a 9 años,2006,26,,MEX,54.9
México,Rural,Total,2006,26,,MEX,57.8
México,Urbana,0 a 5 años,2006,26,,MEX,47.1
México,Urbana,10 a 12 años,2006,26,,MEX,72
México,Urbana,13 años y más,2006,26,,MEX,66.5
México,Urbana,6 a 9 años,2006,26,,MEX,60.7
México,Urbana,Total,2006,26,,MEX,66.8
México,Nacional,0 a 5 años,2008,26,,MEX,70.2
México,Nacional,10 a 12 años,2008,26,,MEX,75.3
México,Nacional,13 años y más,2008,26,,MEX,69.3
México,Nacional,6 a 9 años,2008,26,,MEX,67.9
México,Nacional,Total,2008,26,,MEX,75.7
México,Rural,0 a 5 años,2008,26,,MEX,64.6
México,Rural,10 a 12 años,2008,26,,MEX,80.5
México,Rural,13 años y más,2008,26,,MEX,77.9
México,Rural,6 a 9 años,2008,26,,MEX,71.7
México,Rural,Total,2008,26,,MEX,76.7
México,Urbana,0 a 5 años,2008,26,,MEX,66
México,Urbana,10 a 12 años,2008,26,,MEX,74.4
México,Urbana,13 años y más,2008,26,,MEX,68.9
México,Urbana,6 a 9 años,2008,26,,MEX,65.7
México,Urbana,Total,2008,26,,MEX,72.1
México,Nacional,0 a 5 años,2010,26,,MEX,77.2
México,Nacional,10 a 12 años,2010,26,,MEX,76.1
México,Nacional,13 años y más,2010,26,,MEX,64.4
México,Nacional,6 a 9 años,2010,26,,MEX,68.5
México,Nacional,Total,2010,26,,MEX,74.8
México,Rural,0 a 5 años,2010,26,,MEX,73.3
México,Rural,10 a 12 años,2010,26,,MEX,75
México,Rural,13 años y más,2010,26,,MEX,75.7
México,Rural,6 a 9 años,2010,26,,MEX,72.6
México,Rural,Total,2010,26,,MEX,81.8
México,Urbana,0 a 5 años,2010,26,,MEX,70.7
México,Urbana,10 a 12 años,2010,26,,MEX,75.4
México,Urbana,13 años y más,2010,26,,MEX,63.9
México,Urbana,6 a 9 años,2010,26,,MEX,66.2
México,Urbana,Total,2010,26,,MEX,70.7
México,Nacional,0 a 5 años,2012,26,,MEX,72.2
México,Nacional,10 a 12 años,2012,26,,MEX,73.7
México,Nacional,13 años y más,2012,26,,MEX,71.4
México,Nacional,6 a 9 años,2012,26,,MEX,65.3
México,Nacional,Total,2012,26,,MEX,74.5
México,Rural,0 a 5 años,2012,26,,MEX,60
México,Rural,10 a 12 años,2012,26,,MEX,87
México,Rural,13 años y más,2012,26,,MEX,75.3
México,Rural,6 a 9 años,2012,26,,MEX,62.5
México,Rural,Total,2012,26,,MEX,74
México,Urbana,0 a 5 años,2012,26,,MEX,73
México,Urbana,10 a 12 años,2012,26,,MEX,72.2
México,Urbana,13 años y más,2012,26,,MEX,71.2
México,Urbana,6 a 9 años,2012,26,,MEX,64.2
México,Urbana,Total,2012,26,,MEX,72.1
México,Nacional,0 a 5 años,2014,26,,MEX,69.7
México,Nacional,10 a 12 años,2014,26,,MEX,73.8
México,Nacional,13 años y más,2014,26,,MEX,68.4
México,Nacional,6 a 9 años,2014,26,,MEX,67.6
México,Nacional,Total,2014,26,,MEX,75
