País,Área geográfica,Escolaridad (EH),Años,id_fuente,ids_notas,iso3,valor
América Latina (promedio simple),Nacional,0 a 5 años,2001,26,8620,,70.2
América Latina (promedio simple),Nacional,10 a 12 años,2001,26,8620,,69.5
América Latina (promedio simple),Nacional,13 años y más,2001,26,8620,,60.1
América Latina (promedio simple),Nacional,6 a 9 años,2001,26,8620,,67
América Latina (promedio simple),Nacional,Total,2001,26,8620,,73.9
América Latina (promedio simple),Rural,0 a 5 años,2001,26,8620,,63.9
América Latina (promedio simple),Rural,10 a 12 años,2001,26,8620,,71.4
América Latina (promedio simple),Rural,13 años y más,2001,26,8620,,69.1
América Latina (promedio simple),Rural,6 a 9 años,2001,26,8620,,67.5
América Latina (promedio simple),Rural,Total,2001,26,8620,,74.2
América Latina (promedio simple),Urbana,0 a 5 años,2001,26,8620,,67.2
América Latina (promedio simple),Urbana,10 a 12 años,2001,26,8620,,68.9
América Latina (promedio simple),Urbana,13 años y más,2001,26,8620,,60.7
América Latina (promedio simple),Urbana,6 a 9 años,2001,26,8620,,65.3
América Latina (promedio simple),Urbana,Total,2001,26,8620,,69.1
América Latina (promedio simple),Nacional,0 a 5 años,2002,26,8620,,68
América Latina (promedio simple),Nacional,10 a 12 años,2002,26,8620,,69.4
América Latina (promedio simple),Nacional,13 años y más,2002,26,8620,,61
América Latina (promedio simple),Nacional,6 a 9 años,2002,26,8620,,66.6
América Latina (promedio simple),Nacional,Total,2002,26,8620,,73.7
América Latina (promedio simple),Rural,0 a 5 años,2002,26,8620,,60.5
América Latina (promedio simple),Rural,10 a 12 años,2002,26,8620,,71.2
América Latina (promedio simple),Rural,13 años y más,2002,26,8620,,71
América Latina (promedio simple),Rural,6 a 9 años,2002,26,8620,,65.2
América Latina (promedio simple),Rural,Total,2002,26,8620,,72.7
América Latina (promedio simple),Urbana,0 a 5 años,2002,26,8620,,67.1
América Latina (promedio simple),Urbana,10 a 12 años,2002,26,8620,,68.7
América Latina (promedio simple),Urbana,13 años y más,2002,26,8620,,61.7
América Latina (promedio simple),Urbana,6 a 9 años,2002,26,8620,,64.7
América Latina (promedio simple),Urbana,Total,2002,26,8620,,69.5
América Latina (promedio simple),Nacional,0 a 5 años,2003,26,8620,,67.4
América Latina (promedio simple),Nacional,10 a 12 años,2003,26,8620,,67.7
América Latina (promedio simple),Nacional,13 años y más,2003,26,8620,,63.4
América Latina (promedio simple),Nacional,6 a 9 años,2003,26,8620,,67.5
América Latina (promedio simple),Nacional,Total,2003,26,8620,,74.3
América Latina (promedio simple),Rural,0 a 5 años,2003,26,8620,,63.7
América Latina (promedio simple),Rural,10 a 12 años,2003,26,8620,,69.5
América Latina (promedio simple),Rural,13 años y más,2003,26,8620,,69.4
América Latina (promedio simple),Rural,6 a 9 años,2003,26,8620,,67.3
América Latina (promedio simple),Rural,Total,2003,26,8620,,73.4
América Latina (promedio simple),Urbana,0 a 5 años,2003,26,8620,,65.1
América Latina (promedio simple),Urbana,10 a 12 años,2003,26,8620,,67.2
América Latina (promedio simple),Urbana,13 años y más,2003,26,8620,,62.2
América Latina (promedio simple),Urbana,6 a 9 años,2003,26,8620,,65.2
América Latina (promedio simple),Urbana,Total,2003,26,8620,,69.5
América Latina (promedio simple),Nacional,0 a 5 años,2004,26,8620,,65.7
América Latina (promedio simple),Nacional,10 a 12 años,2004,26,8620,,67.9
América Latina (promedio simple),Nacional,13 años y más,2004,26,8620,,63.6
América Latina (promedio simple),Nacional,6 a 9 años,2004,26,8620,,66
América Latina (promedio simple),Nacional,Total,2004,26,8620,,73.7
América Latina (promedio simple),Rural,0 a 5 años,2004,26,8620,,61.9
América Latina (promedio simple),Rural,10 a 12 años,2004,26,8620,,69.9
América Latina (promedio simple),Rural,13 años y más,2004,26,8620,,68.2
América Latina (promedio simple),Rural,6 a 9 años,2004,26,8620,,65.6
América Latina (promedio simple),Rural,Total,2004,26,8620,,71.8
América Latina (promedio simple),Urbana,0 a 5 años,2004,26,8620,,64.2
América Latina (promedio simple),Urbana,10 a 12 años,2004,26,8620,,67.6
América Latina (promedio simple),Urbana,13 años y más,2004,26,8620,,62.3
América Latina (promedio simple),Urbana,6 a 9 años,2004,26,8620,,64.7
América Latina (promedio simple),Urbana,Total,2004,26,8620,,69.9
América Latina (promedio simple),Nacional,0 a 5 años,2005,26,8620,,68.4
América Latina (promedio simple),Nacional,10 a 12 años,2005,26,8620,,68.1
América Latina (promedio simple),Nacional,13 años y más,2005,26,8620,,64.4
América Latina (promedio simple),Nacional,6 a 9 años,2005,26,8620,,65.5
América Latina (promedio simple),Nacional,Total,2005,26,8620,,76
América Latina (promedio simple),Rural,0 a 5 años,2005,26,8620,,64.5
América Latina (promedio simple),Rural,10 a 12 años,2005,26,8620,,68.1
América Latina (promedio simple),Rural,13 años y más,2005,26,8620,,68.6
América Latina (promedio simple),Rural,6 a 9 años,2005,26,8620,,66.1
América Latina (promedio simple),Rural,Total,2005,26,8620,,73.3
América Latina (promedio simple),Urbana,0 a 5 años,2005,26,8620,,66.2
América Latina (promedio simple),Urbana,10 a 12 años,2005,26,8620,,67.5
América Latina (promedio simple),Urbana,13 años y más,2005,26,8620,,64.1
América Latina (promedio simple),Urbana,6 a 9 años,2005,26,8620,,63.1
América Latina (promedio simple),Urbana,Total,2005,26,8620,,70.9
América Latina (promedio simple),Nacional,0 a 5 años,2006,26,8620,,67.8
América Latina (promedio simple),Nacional,10 a 12 años,2006,26,8620,,69.3
América Latina (promedio simple),Nacional,13 años y más,2006,26,8620,,64.4
América Latina (promedio simple),Nacional,6 a 9 años,2006,26,8620,,65.2
América Latina (promedio simple),Nacional,Total,2006,26,8620,,76.3
América Latina (promedio simple),Rural,0 a 5 años,2006,26,8620,,64.7
América Latina (promedio simple),Rural,10 a 12 años,2006,26,8620,,71.1
América Latina (promedio simple),Rural,13 años y más,2006,26,8620,,65.8
América Latina (promedio simple),Rural,6 a 9 años,2006,26,8620,,64.1
América Latina (promedio simple),Rural,Total,2006,26,8620,,73.8
América Latina (promedio simple),Urbana,0 a 5 años,2006,26,8620,,64.9
América Latina (promedio simple),Urbana,10 a 12 años,2006,26,8620,,68.4
América Latina (promedio simple),Urbana,13 años y más,2006,26,8620,,64.2
América Latina (promedio simple),Urbana,6 a 9 años,2006,26,8620,,63.6
América Latina (promedio simple),Urbana,Total,2006,26,8620,,71.6
América Latina (promedio simple),Nacional,0 a 5 años,2007,26,8620,,63.8
América Latina (promedio simple),Nacional,10 a 12 años,2007,26,8620,,70.7
América Latina (promedio simple),Nacional,13 años y más,2007,26,8620,,64.8
América Latina (promedio simple),Nacional,6 a 9 años,2007,26,8620,,64
América Latina (promedio simple),Nacional,Total,2007,26,8620,,75.1
América Latina (promedio simple),Rural,0 a 5 años,2007,26,8620,,57.9
América Latina (promedio simple),Rural,10 a 12 años,2007,26,8620,,63.4
América Latina (promedio simple),Rural,13 años y más,2007,26,8620,,67.5
América Latina (promedio simple),Rural,6 a 9 años,2007,26,8620,,61.4
América Latina (promedio simple),Rural,Total,2007,26,8620,,69
América Latina (promedio simple),Urbana,0 a 5 años,2007,26,8620,,63.1
América Latina (promedio simple),Urbana,10 a 12 años,2007,26,8620,,71.2
América Latina (promedio simple),Urbana,13 años y más,2007,26,8620,,64.5
América Latina (promedio simple),Urbana,6 a 9 años,2007,26,8620,,62.8
América Latina (promedio simple),Urbana,Total,2007,26,8620,,71.4
América Latina (promedio simple),Nacional,0 a 5 años,2008,26,8620,,66.7
América Latina (promedio simple),Nacional,10 a 12 años,2008,26,8620,,68.3
América Latina (promedio simple),Nacional,13 años y más,2008,26,8620,,65.5
América Latina (promedio simple),Nacional,6 a 9 años,2008,26,8620,,65.1
América Latina (promedio simple),Nacional,Total,2008,26,8620,,75.9
América Latina (promedio simple),Rural,0 a 5 años,2008,26,8620,,62.7
América Latina (promedio simple),Rural,10 a 12 años,2008,26,8620,,69.9
América Latina (promedio simple),Rural,13 años y más,2008,26,8620,,63.3
América Latina (promedio simple),Rural,6 a 9 años,2008,26,8620,,67.1
América Latina (promedio simple),Rural,Total,2008,26,8620,,72.7
América Latina (promedio simple),Urbana,0 a 5 años,2008,26,8620,,64.3
América Latina (promedio simple),Urbana,10 a 12 años,2008,26,8620,,67.4
América Latina (promedio simple),Urbana,13 años y más,2008,26,8620,,65.7
América Latina (promedio simple),Urbana,6 a 9 años,2008,26,8620,,62.7
América Latina (promedio simple),Urbana,Total,2008,26,8620,,71.4
América Latina (promedio simple),Nacional,0 a 5 años,2009,26,8620,,67.6
América Latina (promedio simple),Nacional,10 a 12 años,2009,26,8620,,69.1
América Latina (promedio simple),Nacional,13 años y más,2009,26,8620,,68.6
América Latina (promedio simple),Nacional,6 a 9 años,2009,26,8620,,66.1
América Latina (promedio simple),Nacional,Total,2009,26,8620,,77.4
América Latina (promedio simple),Rural,0 a 5 años,2009,26,8620,,62.7
América Latina (promedio simple),Rural,10 a 12 años,2009,26,8620,,71.9
América Latina (promedio simple),Rural,13 años y más,2009,26,8620,,72.9
América Latina (promedio simple),Rural,6 a 9 años,2009,26,8620,,62.1
América Latina (promedio simple),Rural,Total,2009,26,8620,,72.5
América Latina (promedio simple),Urbana,0 a 5 años,2009,26,8620,,65.5
América Latina (promedio simple),Urbana,10 a 12 años,2009,26,8620,,67.9
América Latina (promedio simple),Urbana,13 años y más,2009,26,8620,,68.5
América Latina (promedio simple),Urbana,6 a 9 años,2009,26,8620,,65.5
América Latina (promedio simple),Urbana,Total,2009,26,8620,,73.5
América Latina (promedio simple),Nacional,0 a 5 años,2010,26,8620,,68
América Latina (promedio simple),Nacional,10 a 12 años,2010,26,8620,,70.4
América Latina (promedio simple),Nacional,13 años y más,2010,26,8620,,69.3
América Latina (promedio simple),Nacional,6 a 9 años,2010,26,8620,,67.5
América Latina (promedio simple),Nacional,Total,2010,26,8620,,78.3
América Latina (promedio simple),Rural,0 a 5 años,2010,26,8620,,64.3
América Latina (promedio simple),Rural,10 a 12 años,2010,26,8620,,69.2
América Latina (promedio simple),Rural,13 años y más,2010,26,8620,,75
América Latina (promedio simple),Rural,6 a 9 años,2010,26,8620,,65.5
América Latina (promedio simple),Rural,Total,2010,26,8620,,73.8
América Latina (promedio simple),Urbana,0 a 5 años,2010,26,8620,,65.8
América Latina (promedio simple),Urbana,10 a 12 años,2010,26,8620,,69.8
América Latina (promedio simple),Urbana,13 años y más,2010,26,8620,,68.9
América Latina (promedio simple),Urbana,6 a 9 años,2010,26,8620,,66
América Latina (promedio simple),Urbana,Total,2010,26,8620,,74.2
América Latina (promedio simple),Nacional,0 a 5 años,2011,26,8620,,67
América Latina (promedio simple),Nacional,10 a 12 años,2011,26,8620,,69.5
América Latina (promedio simple),Nacional,13 años y más,2011,26,8620,,69.7
América Latina (promedio simple),Nacional,6 a 9 años,2011,26,8620,,65
América Latina (promedio simple),Nacional,Total,2011,26,8620,,77.6
América Latina (promedio simple),Rural,0 a 5 años,2011,26,8620,,63.6
América Latina (promedio simple),Rural,10 a 12 años,2011,26,8620,,70.7
América Latina (promedio simple),Rural,13 años y más,2011,26,8620,,71.4
América Latina (promedio simple),Rural,6 a 9 años,2011,26,8620,,62.3
América Latina (promedio simple),Rural,Total,2011,26,8620,,72.7
América Latina (promedio simple),Urbana,0 a 5 años,2011,26,8620,,64.5
América Latina (promedio simple),Urbana,10 a 12 años,2011,26,8620,,68.7
América Latina (promedio simple),Urbana,13 años y más,2011,26,8620,,69.6
América Latina (promedio simple),Urbana,6 a 9 años,2011,26,8620,,64.6
América Latina (promedio simple),Urbana,Total,2011,26,8620,,74.2
América Latina (promedio simple),Nacional,0 a 5 años,2012,26,8620,,67.4
América Latina (promedio simple),Nacional,10 a 12 años,2012,26,8620,,69.9
América Latina (promedio simple),Nacional,13 años y más,2012,26,8620,,71.8
América Latina (promedio simple),Nacional,6 a 9 años,2012,26,8620,,65.7
América Latina (promedio simple),Nacional,Total,2012,26,8620,,78.7
América Latina (promedio simple),Rural,0 a 5 años,2012,26,8620,,63.1
América Latina (promedio simple),Rural,10 a 12 años,2012,26,8620,,68.5
América Latina (promedio simple),Rural,13 años y más,2012,26,8620,,74.4
América Latina (promedio simple),Rural,6 a 9 años,2012,26,8620,,62.6
América Latina (promedio simple),Rural,Total,2012,26,8620,,72.7
América Latina (promedio simple),Urbana,0 a 5 años,2012,26,8620,,65.4
América Latina (promedio simple),Urbana,10 a 12 años,2012,26,8620,,69.3
América Latina (promedio simple),Urbana,13 años y más,2012,26,8620,,71.6
América Latina (promedio simple),Urbana,6 a 9 años,2012,26,8620,,64.6
América Latina (promedio simple),Urbana,Total,2012,26,8620,,75.1
América Latina (promedio simple),Nacional,0 a 5 años,2013,26,8620,,68.2
América Latina (promedio simple),Nacional,10 a 12 años,2013,26,8620,,71
América Latina (promedio simple),Nacional,13 años y más,2013,26,8620,,71.1
América Latina (promedio simple),Nacional,6 a 9 años,2013,26,8620,,65.9
América Latina (promedio simple),Nacional,Total,2013,26,8620,,78.5
América Latina (promedio simple),Rural,0 a 5 años,2013,26,8620,,63.5
América Latina (promedio simple),Rural,10 a 12 años,2013,26,8620,,68.8
América Latina (promedio simple),Rural,13 años y más,2013,26,8620,,74.4
América Latina (promedio simple),Rural,6 a 9 años,2013,26,8620,,61.8
América Latina (promedio simple),Rural,Total,2013,26,8620,,73.1
América Latina (promedio simple),Urbana,0 a 5 años,2013,26,8620,,65.5
América Latina (promedio simple),Urbana,10 a 12 años,2013,26,8620,,70.4
América Latina (promedio simple),Urbana,13 años y más,2013,26,8620,,70.9
América Latina (promedio simple),Urbana,6 a 9 años,2013,26,8620,,65
América Latina (promedio simple),Urbana,Total,2013,26,8620,,74.9
América Latina (promedio simple),Nacional,0 a 5 años,2014,26,8620,,69.4
América Latina (promedio simple),Nacional,10 a 12 años,2014,26,8620,,70
América Latina (promedio simple),Nacional,13 años y más,2014,26,8620,,70.6
América Latina (promedio simple),Nacional,6 a 9 años,2014,26,8620,,66.4
América Latina (promedio simple),Nacional,Total,2014,26,8620,,78.8
América Latina (promedio simple),Rural,0 a 5 años,2014,26,8620,,62.5
América Latina (promedio simple),Rural,10 a 12 años,2014,26,8620,,68.5
América Latina (promedio simple),Rural,13 años y más,2014,26,8620,,71.4
América Latina (promedio simple),Rural,6 a 9 años,2014,26,8620,,62.4
América Latina (promedio simple),Rural,Total,2014,26,8620,,72.5
América Latina (promedio simple),Urbana,0 a 5 años,2014,26,8620,,68
América Latina (promedio simple),Urbana,10 a 12 años,2014,26,8620,,69.3
América Latina (promedio simple),Urbana,13 años y más,2014,26,8620,,70.6
América Latina (promedio simple),Urbana,6 a 9 años,2014,26,8620,,65.9
América Latina (promedio simple),Urbana,Total,2014,26,8620,,75.6
América Latina (promedio simple),Nacional,0 a 5 años,2015,26,8620,,68.6
América Latina (promedio simple),Nacional,10 a 12 años,2015,26,8620,,71.2
América Latina (promedio simple),Nacional,13 años y más,2015,26,8620,,71.2
América Latina (promedio simple),Nacional,6 a 9 años,2015,26,8620,,66.9
América Latina (promedio simple),Nacional,Total,2015,26,8620,,79.8
América Latina (promedio simple),Rural,0 a 5 años,2015,26,8620,,60.9
América Latina (promedio simple),Rural,10 a 12 años,2015,26,8620,,68.9
América Latina (promedio simple),Rural,13 años y más,2015,26,8620,,73.4
América Latina (promedio simple),Rural,6 a 9 años,2015,26,8620,,65.2
América Latina (promedio simple),Rural,Total,2015,26,8620,,74.7
América Latina (promedio simple),Urbana,0 a 5 años,2015,26,8620,,68.5
América Latina (promedio simple),Urbana,10 a 12 años,2015,26,8620,,70.6
América Latina (promedio simple),Urbana,13 años y más,2015,26,8620,,71.1
América Latina (promedio simple),Urbana,6 a 9 años,2015,26,8620,,65.2
América Latina (promedio simple),Urbana,Total,2015,26,8620,,76.4
América Latina (promedio simple),Nacional,0 a 5 años,2016,26,8620,,66.3
América Latina (promedio simple),Nacional,10 a 12 años,2016,26,8620,,71.2
América Latina (promedio simple),Nacional,13 años y más,2016,26,8620,,72.4
América Latina (promedio simple),Nacional,6 a 9 años,2016,26,8620,,66.5
América Latina (promedio simple),Nacional,Total,2016,26,8620,,79.5
América Latina (promedio simple),Rural,0 a 5 años,2016,26,8620,,60
América Latina (promedio simple),Rural,10 a 12 años,2016,26,8620,,68.8
América Latina (promedio simple),Rural,13 años y más,2016,26,8620,,74.3
América Latina (promedio simple),Rural,6 a 9 años,2016,26,8620,,63.9
América Latina (promedio simple),Rural,Total,2016,26,8620,,73.9
América Latina (promedio simple),Urbana,0 a 5 años,2016,26,8620,,65.3
América Latina (promedio simple),Urbana,10 a 12 años,2016,26,8620,,70.8
América Latina (promedio simple),Urbana,13 años y más,2016,26,8620,,72.3
América Latina (promedio simple),Urbana,6 a 9 años,2016,26,8620,,65.2
América Latina (promedio simple),Urbana,Total,2016,26,8620,,76.5
América Latina (promedio simple),Nacional,0 a 5 años,2017,26,8620,,66.9
América Latina (promedio simple),Nacional,10 a 12 años,2017,26,8620,,72.3
América Latina (promedio simple),Nacional,13 años y más,2017,26,8620,,73.9
América Latina (promedio simple),Nacional,6 a 9 años,2017,26,8620,,67.3
América Latina (promedio simple),Nacional,Total,2017,26,8620,,80.9
América Latina (promedio simple),Rural,0 a 5 años,2017,26,8620,,61
América Latina (promedio simple),Rural,10 a 12 años,2017,26,8620,,68.3
América Latina (promedio simple),Rural,13 años y más,2017,26,8620,,73.2
América Latina (promedio simple),Rural,6 a 9 años,2017,26,8620,,63.2
América Latina (promedio simple),Rural,Total,2017,26,8620,,73.5
América Latina (promedio simple),Urbana,0 a 5 años,2017,26,8620,,65.5
América Latina (promedio simple),Urbana,10 a 12 años,2017,26,8620,,72.1
América Latina (promedio simple),Urbana,13 años y más,2017,26,8620,,73.8
América Latina (promedio simple),Urbana,6 a 9 años,2017,26,8620,,66.6
América Latina (promedio simple),Urbana,Total,2017,26,8620,,78.2
América Latina (promedio simple),Nacional,0 a 5 años,2018,26,8620,,67.2
América Latina (promedio simple),Nacional,10 a 12 años,2018,26,8620,,71.2
América Latina (promedio simple),Nacional,13 años y más,2018,26,8620,,74.8
América Latina (promedio simple),Nacional,6 a 9 años,2018,26,8620,,66.9
América Latina (promedio simple),Nacional,Total,2018,26,8620,,81.2
América Latina (promedio simple),Rural,0 a 5 años,2018,26,8620,,61.1
América Latina (promedio simple),Rural,10 a 12 años,2018,26,8620,,68
América Latina (promedio simple),Rural,13 años y más,2018,26,8620,,75.4
América Latina (promedio simple),Rural,6 a 9 años,2018,26,8620,,63.4
América Latina (promedio simple),Rural,Total,2018,26,8620,,73.5
América Latina (promedio simple),Urbana,0 a 5 años,2018,26,8620,,66.5
América Latina (promedio simple),Urbana,10 a 12 años,2018,26,8620,,70.7
América Latina (promedio simple),Urbana,13 años y más,2018,26,8620,,74.9
América Latina (promedio simple),Urbana,6 a 9 años,2018,26,8620,,65.5
América Latina (promedio simple),Urbana,Total,2018,26,8620,,78.2
Argentina,Urbana,0 a 5 años,2000,26,923,ARG,71.8
Argentina,Urbana,10 a 12 años,2000,26,923,ARG,69
Argentina,Urbana,13 años y más,2000,26,923,ARG,57.7
Argentina,Urbana,6 a 9 años,2000,26,923,ARG,63.4
Argentina,Urbana,Total,2000,26,923,ARG,71.7
Argentina,Urbana,0 a 5 años,2001,26,923,ARG,80.2
Argentina,Urbana,10 a 12 años,2001,26,923,ARG,68
Argentina,Urbana,13 años y más,2001,26,923,ARG,57.9
Argentina,Urbana,6 a 9 años,2001,26,923,ARG,64.7
Argentina,Urbana,Total,2001,26,923,ARG,73.1
Argentina,Urbana,0 a 5 años,2002,26,923,ARG,73
Argentina,Urbana,10 a 12 años,2002,26,923,ARG,65.1
Argentina,Urbana,13 años y más,2002,26,923,ARG,56.7
Argentina,Urbana,6 a 9 años,2002,26,923,ARG,56.6
Argentina,Urbana,Total,2002,26,923,ARG,68.1
Argentina,Urbana,0 a 5 años,2003,26,337,ARG,59.9
Argentina,Urbana,10 a 12 años,2003,26,337,ARG,66.1
Argentina,Urbana,13 años y más,2003,26,337,ARG,65.9
Argentina,Urbana,6 a 9 años,2003,26,337,ARG,57.1
Argentina,Urbana,Total,2003,26,337,ARG,71.1
Argentina,Urbana,0 a 5 años,2004,26,337,ARG,62.4
Argentina,Urbana,10 a 12 años,2004,26,337,ARG,62.2
Argentina,Urbana,13 años y más,2004,26,337,ARG,67.9
Argentina,Urbana,6 a 9 años,2004,26,337,ARG,53.8
Argentina,Urbana,Total,2004,26,337,ARG,69.8
Argentina,Urbana,0 a 5 años,2005,26,337,ARG,52.7
Argentina,Urbana,10 a 12 años,2005,26,337,ARG,64.1
Argentina,Urbana,13 años y más,2005,26,337,ARG,63.9
Argentina,Urbana,6 a 9 años,2005,26,337,ARG,54.9
Argentina,Urbana,Total,2005,26,337,ARG,70.1
Argentina,Urbana,0 a 5 años,2006,26,337,ARG,60
Argentina,Urbana,10 a 12 años,2006,26,337,ARG,63.4
Argentina,Urbana,13 años y más,2006,26,337,ARG,65.5
Argentina,Urbana,6 a 9 años,2006,26,337,ARG,54.5
Argentina,Urbana,Total,2006,26,337,ARG,71.3
Argentina,Urbana,0 a 5 años,2007,26,337,ARG,53.2
Argentina,Urbana,10 a 12 años,2007,26,337,ARG,67.4
Argentina,Urbana,13 años y más,2007,26,337,ARG,65.4
Argentina,Urbana,6 a 9 años,2007,26,337,ARG,52.1
Argentina,Urbana,Total,2007,26,337,ARG,70.5
Argentina,Urbana,0 a 5 años,2008,26,337,ARG,51.8
Argentina,Urbana,10 a 12 años,2008,26,337,ARG,65.3
Argentina,Urbana,13 años y más,2008,26,337,ARG,72.5
Argentina,Urbana,6 a 9 años,2008,26,337,ARG,55.6
Argentina,Urbana,Total,2008,26,337,ARG,73.8
Argentina,Urbana,0 a 5 años,2009,26,337,ARG,50.1
Argentina,Urbana,10 a 12 años,2009,26,337,ARG,70
Argentina,Urbana,13 años y más,2009,26,337,ARG,73.3
Argentina,Urbana,6 a 9 años,2009,26,337,ARG,63
Argentina,Urbana,Total,2009,26,337,ARG,78.6
Argentina,Urbana,0 a 5 años,2010,26,337,ARG,56
Argentina,Urbana,10 a 12 años,2010,26,337,ARG,71.6
Argentina,Urbana,13 años y más,2010,26,337,ARG,74.4
Argentina,Urbana,6 a 9 años,2010,26,337,ARG,57.8
Argentina,Urbana,Total,2010,26,337,ARG,78.5
Argentina,Urbana,0 a 5 años,2011,26,337,ARG,62.6
Argentina,Urbana,10 a 12 años,2011,26,337,ARG,68.4
Argentina,Urbana,13 años y más,2011,26,337,ARG,77
Argentina,Urbana,6 a 9 años,2011,26,337,ARG,58.5
Argentina,Urbana,Total,2011,26,337,ARG,78.4
Argentina,Urbana,0 a 5 años,2012,26,337,ARG,56.9
Argentina,Urbana,10 a 12 años,2012,26,337,ARG,71.1
Argentina,Urbana,13 años y más,2012,26,337,ARG,82
Argentina,Urbana,6 a 9 años,2012,26,337,ARG,60.4
Argentina,Urbana,Total,2012,26,337,ARG,81.5
Argentina,Urbana,0 a 5 años,2013,26,337,ARG,69
Argentina,Urbana,10 a 12 años,2013,26,337,ARG,70.7
Argentina,Urbana,13 años y más,2013,26,337,ARG,74.7
Argentina,Urbana,6 a 9 años,2013,26,337,ARG,63.7
Argentina,Urbana,Total,2013,26,337,ARG,77.8
Argentina,Urbana,0 a 5 años,2014,26,337,ARG,60.4
Argentina,Urbana,10 a 12 años,2014,26,337,ARG,67.5
Argentina,Urbana,13 años y más,2014,26,337,ARG,75
Argentina,Urbana,6 a 9 años,2014,26,337,ARG,62.3
Argentina,Urbana,Total,2014,26,337,ARG,78.1
Argentina,Urbana,0 a 5 años,2016,26,337,ARG,60.2
Argentina,Urbana,10 a 12 años,2016,26,337,ARG,67.2
Argentina,Urbana,13 años y más,2016,26,337,ARG,75.4
Argentina,Urbana,6 a 9 años,2016,26,337,ARG,58.8
Argentina,Urbana,Total,2016,26,337,ARG,78.1
Argentina,Urbana,0 a 5 años,2017,26,337,ARG,58.4
Argentina,Urbana,10 a 12 años,2017,26,337,ARG,68.4
Argentina,Urbana,13 años y más,2017,26,337,ARG,77.3
Argentina,Urbana,6 a 9 años,2017,26,337,ARG,61
Argentina,Urbana,Total,2017,26,337,ARG,79.4
Argentina,Urbana,0 a 5 años,2018,26,337,ARG,56.9
Argentina,Urbana,10 a 12 años,2018,26,337,ARG,63.9
Argentina,Urbana,13 años y más,2018,26,337,ARG,71
Argentina,Urbana,6 a 9 años,2018,26,337,ARG,61.4
Argentina,Urbana,Total,2018,26,337,ARG,75.2
Bolivia (Estado Plurinacional de),Nacional,0 a 5 años,2000,26,,BOL,86.4
Bolivia (Estado Plurinacional de),Nacional,10 a 12 años,2000,26,,BOL,68.2
Bolivia (Estado Plurinacional de),Nacional,13 años y más,2000,26,,BOL,61.6
Bolivia (Estado Plurinacional de),Nacional,6 a 9 años,2000,26,,BOL,64.4
Bolivia (Estado Plurinacional de),Nacional,Total,2000,26,,BOL,69.4
Bolivia (Estado Plurinacional de),Rural,0 a 5 años,2000,26,,BOL,65.2
Bolivia (Estado Plurinacional de),Rural,10 a 12 años,2000,26,,BOL,153.3
Bolivia (Estado Plurinacional de),Rural,13 años y más,2000,26,,BOL,74.1
Bolivia (Estado Plurinacional de),Rural,6 a 9 años,2000,26,,BOL,101.5
Bolivia (Estado Plurinacional de),Rural,Total,2000,26,,BOL,80.6
Bolivia (Estado Plurinacional de),Urbana,0 a 5 años,2000,26,,BOL,65.9
Bolivia (Estado Plurinacional de),Urbana,10 a 12 años,2000,26,,BOL,62.4
Bolivia (Estado Plurinacional de),Urbana,13 años y más,2000,26,,BOL,60.5
Bolivia (Estado Plurinacional de),Urbana,6 a 9 años,2000,26,,BOL,55.2
Bolivia (Estado Plurinacional de),Urbana,Total,2000,26,,BOL,58.6
Bolivia (Estado Plurinacional de),Nacional,0 a 5 años,2001,26,,BOL,73.8
Bolivia (Estado Plurinacional de),Nacional,10 a 12 años,2001,26,,BOL,59.7
Bolivia (Estado Plurinacional de),Nacional,13 años y más,2001,26,,BOL,62.2
Bolivia (Estado Plurinacional de),Nacional,6 a 9 años,2001,26,,BOL,74.9
Bolivia (Estado Plurinacional de),Nacional,Total,2001,26,,BOL,66.9
Bolivia (Estado Plurinacional de),Rural,0 a 5 años,2001,26,,BOL,69.9
Bolivia (Estado Plurinacional de),Rural,10 a 12 años,2001,26,,BOL,65.1
Bolivia (Estado Plurinacional de),Rural,13 años y más,2001,26,,BOL,64.7
Bolivia (Estado Plurinacional de),Rural,6 a 9 años,2001,26,,BOL,85.1
Bolivia (Estado Plurinacional de),Rural,Total,2001,26,,BOL,70.9
Bolivia (Estado Plurinacional de),Urbana,0 a 5 años,2001,26,,BOL,53.8
Bolivia (Estado Plurinacional de),Urbana,10 a 12 años,2001,26,,BOL,57.3
Bolivia (Estado Plurinacional de),Urbana,13 años y más,2001,26,,BOL,61.7
Bolivia (Estado Plurinacional de),Urbana,6 a 9 años,2001,26,,BOL,66.7
Bolivia (Estado Plurinacional de),Urbana,Total,2001,26,,BOL,57
Bolivia (Estado Plurinacional de),Nacional,0 a 5 años,2002,26,,BOL,78.8
Bolivia (Estado Plurinacional de),Nacional,10 a 12 años,2002,26,,BOL,69.6
Bolivia (Estado Plurinacional de),Nacional,13 años y más,2002,26,,BOL,60.9
Bolivia (Estado Plurinacional de),Nacional,6 a 9 años,2002,26,,BOL,76.2
Bolivia (Estado Plurinacional de),Nacional,Total,2002,26,,BOL,70.4
Bolivia (Estado Plurinacional de),Rural,0 a 5 años,2002,26,,BOL,63.3
Bolivia (Estado Plurinacional de),Rural,10 a 12 años,2002,26,,BOL,67.4
Bolivia (Estado Plurinacional de),Rural,13 años y más,2002,26,,BOL,88.2
Bolivia (Estado Plurinacional de),Rural,6 a 9 años,2002,26,,BOL,56.3
